X,Y,Z
-80.8051042,43.6051042,391.00
-80.8017708,43.6051042,393.00
-80.7984375,43.6051042,395.00
-80.7951042,43.6051042,396.00
-80.7917708,43.6051042,398.00
-80.7884375,43.6051042,399.00
-80.7851042,43.6051042,399.00
-80.7817708,43.6051042,396.00
-80.7784375,43.6051042,394.75
-80.7751042,43.6051042,390.25
-80.7717708,43.6051042,392.50
-80.7684375,43.6051042,394.50
-80.7651042,43.6051042,395.00
-80.7617708,43.6051042,397.00
-80.7584375,43.6051042,398.00
-80.7551042,43.6051042,397.50
-80.7517708,43.6051042,397.00
-80.7484375,43.6051042,396.75
-80.7451042,43.6051042,396.00
-80.7417708,43.6051042,395.00
-80.7384375,43.6051042,394.00
-80.7351042,43.6051042,392.00
-80.7317708,43.6051042,395.00
-80.7284375,43.6051042,396.00
-80.7251042,43.6051042,395.00
-80.7217708,43.6051042,394.00
-80.7184375,43.6051042,395.00
-80.7151042,43.6051042,393.00
-80.7117708,43.6051042,392.00
-80.7084375,43.6051042,387.25
-80.7051042,43.6051042,392.00
-80.7017708,43.6051042,393.00
-80.6984375,43.6051042,391.75
-80.6951042,43.6051042,390.00
-80.6917708,43.6051042,385.75
-80.6884375,43.6051042,383.00
-80.6851042,43.6051042,380.00
-80.6817708,43.6051042,380.00
-80.6784375,43.6051042,382.25
-80.6751042,43.6051042,384.25
-80.6717708,43.6051042,380.50
-80.6684375,43.6051042,375.75
-80.6651042,43.6051042,380.00
-80.6617708,43.6051042,383.50
-80.6584375,43.6051042,381.25
-80.6551042,43.6051042,373.25
-80.6517708,43.6051042,374.25
-80.6484375,43.6051042,362.25
-80.6451042,43.6051042,360.00
-80.6417708,43.6051042,352.00
-80.6384375,43.6051042,354.50
-80.6351042,43.6051042,359.75
-80.6317708,43.6051042,362.50
-80.6284375,43.6051042,364.00
-80.6251042,43.6051042,365.50
-80.6217708,43.6051042,372.50
-80.6184375,43.6051042,375.00
-80.6151042,43.6051042,370.00
-80.6117708,43.6051042,368.25
-80.6084375,43.6051042,365.00
-80.6051042,43.6051042,366.00
-80.6017708,43.6051042,371.50
-80.5984375,43.6051042,375.50
-80.5951042,43.6051042,376.25
-80.5917708,43.6051042,381.00
-80.5884375,43.6051042,381.00
-80.5851042,43.6051042,380.50
-80.5817708,43.6051042,378.75
-80.5784375,43.6051042,375.00
-80.5751042,43.6051042,372.00
-80.5717708,43.6051042,367.25
-80.5684375,43.6051042,364.75
-80.5651042,43.6051042,365.50
-80.5617708,43.6051042,355.50
-80.5584375,43.6051042,350.00
-80.5551042,43.6051042,350.00
-80.5517708,43.6051042,357.25
-80.5484375,43.6051042,361.00
-80.5451042,43.6051042,352.00
-80.5417708,43.6051042,359.75
-80.5384375,43.6051042,360.25
-80.5351042,43.6051042,354.00
-80.5317708,43.6051042,353.25
-80.5284375,43.6051042,355.00
-80.5251042,43.6051042,356.00
-80.5217708,43.6051042,356.00
-80.5184375,43.6051042,356.00
-80.5151042,43.6051042,353.75
-80.5117708,43.6051042,350.25
-80.5084375,43.6051042,350.00
-80.5051042,43.6051042,351.00
-80.5017708,43.6051042,351.00
-80.4984375,43.6051042,349.00
-80.4951042,43.6051042,346.00
-80.4917708,43.6051042,348.75
-80.4884375,43.6051042,350.00
-80.4851042,43.6051042,349.25
-80.4817708,43.6051042,350.00
-80.4784375,43.6051042,348.00
-80.4751042,43.6051042,343.00
-80.4717708,43.6051042,324.50
-80.4684375,43.6051042,341.00
-80.4651042,43.6051042,342.00
-80.4617708,43.6051042,350.50
-80.4584375,43.6051042,350.00
-80.4551042,43.6051042,350.00
-80.4517708,43.6051042,350.00
-80.4484375,43.6051042,349.50
-80.4451042,43.6051042,348.75
-80.4417708,43.6051042,349.50
-80.4384375,43.6051042,350.00
-80.4351042,43.6051042,351.00
-80.4317708,43.6051042,349.50
-80.4284375,43.6051042,350.00
-80.4251042,43.6051042,352.00
-80.4217708,43.6051042,352.00
-80.4184375,43.6051042,352.00
-80.4151042,43.6051042,352.00
-80.4117708,43.6051042,353.00
-80.4084375,43.6051042,352.00
-80.4051042,43.6051042,346.50
-80.4017708,43.6051042,349.25
-80.3984375,43.6051042,354.50
-80.3951042,43.6051042,349.00
-80.3917708,43.6051042,349.00
-80.3884375,43.6051042,355.00
-80.3851042,43.6051042,356.25
-80.3817708,43.6051042,361.00
-80.3784375,43.6051042,360.00
-80.3751042,43.6051042,356.75
-80.3717708,43.6051042,355.50
-80.3684375,43.6051042,360.00
-80.3651042,43.6051042,360.00
-80.3617708,43.6051042,363.25
-80.3584375,43.6051042,366.00
-80.3551042,43.6051042,358.50
-80.3517708,43.6051042,354.50
-80.3484375,43.6051042,356.50
-80.3451042,43.6051042,357.50
-80.3417708,43.6051042,359.50
-80.3384375,43.6051042,359.00
-80.3351042,43.6051042,360.50
-80.3317708,43.6051042,359.25
-80.3284375,43.6051042,364.25
-80.3251042,43.6051042,368.50
-80.3217708,43.6051042,367.00
-80.3184375,43.6051042,365.00
-80.3151042,43.6051042,364.00
-80.3117708,43.6051042,360.00
-80.3084375,43.6051042,363.75
-80.3051042,43.6051042,363.00
-80.3017708,43.6051042,359.75
-80.2984375,43.6051042,359.50
-80.2951042,43.6051042,359.50
-80.2917708,43.6051042,354.00
-80.2884375,43.6051042,350.00
-80.2851042,43.6051042,357.50
-80.2817708,43.6051042,360.00
-80.2784375,43.6051042,357.25
-80.2751042,43.6051042,359.75
-80.2717708,43.6051042,373.50
-80.2684375,43.6051042,374.50
-80.2651042,43.6051042,370.50
-80.2617708,43.6051042,365.00
-80.2584375,43.6051042,366.50
-80.2551042,43.6051042,366.00
-80.2517708,43.6051042,365.25
-80.2484375,43.6051042,362.50
-80.2451042,43.6051042,363.50
-80.2417708,43.6051042,346.25
-80.2384375,43.6051042,342.00
-80.2351042,43.6051042,342.00
-80.2317708,43.6051042,345.00
-80.2284375,43.6051042,352.50
-80.2251042,43.6051042,366.50
-80.2217708,43.6051042,361.50
-80.2184375,43.6051042,358.50
-80.2151042,43.6051042,350.75
-80.2117708,43.6051042,352.00
-80.2084375,43.6051042,355.50
-80.2051042,43.6051042,358.00
-80.2017708,43.6051042,356.50
-80.1984375,43.6051042,349.75
-80.1951042,43.6051042,352.00
-80.1917708,43.6051042,354.00
-80.8951042,43.6017708,385.00
-80.8917708,43.6017708,384.75
-80.8884375,43.6017708,380.00
-80.8851042,43.6017708,381.00
-80.8817708,43.6017708,383.00
-80.8784375,43.6017708,385.00
-80.8751042,43.6017708,385.00
-80.8717708,43.6017708,384.00
-80.8684375,43.6017708,385.00
-80.8651042,43.6017708,385.00
-80.8617708,43.6017708,385.00
-80.8584375,43.6017708,385.00
-80.8551042,43.6017708,383.00
-80.8517708,43.6017708,380.00
-80.8484375,43.6017708,380.00
-80.8451042,43.6017708,383.00
-80.8417708,43.6017708,385.00
-80.8384375,43.6017708,385.00
-80.8351042,43.6017708,385.00
-80.8317708,43.6017708,389.00
-80.8284375,43.6017708,389.00
-80.8251042,43.6017708,380.00
-80.8217708,43.6017708,383.00
-80.8184375,43.6017708,383.75
-80.8151042,43.6017708,388.50
-80.8117708,43.6017708,385.25
-80.8084375,43.6017708,389.50
-80.8051042,43.6017708,391.00
-80.8017708,43.6017708,391.25
-80.7984375,43.6017708,394.00
-80.7951042,43.6017708,395.00
-80.7917708,43.6017708,398.00
-80.7884375,43.6017708,400.00
-80.7851042,43.6017708,400.00
-80.7817708,43.6017708,399.00
-80.7784375,43.6017708,397.00
-80.7751042,43.6017708,391.75
-80.7717708,43.6017708,397.00
-80.7684375,43.6017708,398.00
-80.7651042,43.6017708,396.00
-80.7617708,43.6017708,397.00
-80.7584375,43.6017708,399.00
-80.7551042,43.6017708,399.00
-80.7517708,43.6017708,399.00
-80.7484375,43.6017708,399.00
-80.7451042,43.6017708,398.00
-80.7417708,43.6017708,395.00
-80.7384375,43.6017708,395.00
-80.7351042,43.6017708,395.00
-80.7317708,43.6017708,392.00
-80.7284375,43.6017708,396.00
-80.7251042,43.6017708,394.00
-80.7217708,43.6017708,392.50
-80.7184375,43.6017708,393.50
-80.7151042,43.6017708,394.00
-80.7117708,43.6017708,391.00
-80.7084375,43.6017708,390.00
-80.7051042,43.6017708,390.00
-80.7017708,43.6017708,390.50
-80.6984375,43.6017708,390.00
-80.6951042,43.6017708,390.00
-80.6917708,43.6017708,385.00
-80.6884375,43.6017708,381.25
-80.6851042,43.6017708,383.00
-80.6817708,43.6017708,383.50
-80.6784375,43.6017708,387.75
-80.6751042,43.6017708,390.00
-80.6717708,43.6017708,386.00
-80.6684375,43.6017708,378.75
-80.6651042,43.6017708,380.00
-80.6617708,43.6017708,376.00
-80.6584375,43.6017708,370.00
-80.6551042,43.6017708,373.75
-80.6517708,43.6017708,376.75
-80.6484375,43.6017708,367.00
-80.6451042,43.6017708,353.75
-80.6417708,43.6017708,355.75
-80.6384375,43.6017708,367.50
-80.6351042,43.6017708,372.25
-80.6317708,43.6017708,370.50
-80.6284375,43.6017708,375.25
-80.6251042,43.6017708,375.00
-80.6217708,43.6017708,370.25
-80.6184375,43.6017708,367.75
-80.6151042,43.6017708,370.00
-80.6117708,43.6017708,370.00
-80.6084375,43.6017708,368.00
-80.6051042,43.6017708,371.00
-80.6017708,43.6017708,378.50
-80.5984375,43.6017708,382.50
-80.5951042,43.6017708,383.75
-80.5917708,43.6017708,380.00
-80.5884375,43.6017708,378.75
-80.5851042,43.6017708,375.00
-80.5817708,43.6017708,373.00
-80.5784375,43.6017708,371.00
-80.5751042,43.6017708,370.50
-80.5717708,43.6017708,366.00
-80.5684375,43.6017708,362.75
-80.5651042,43.6017708,364.75
-80.5617708,43.6017708,359.00
-80.5584375,43.6017708,361.00
-80.5551042,43.6017708,349.25
-80.5517708,43.6017708,351.25
-80.5484375,43.6017708,355.50
-80.5451042,43.6017708,356.50
-80.5417708,43.6017708,351.00
-80.5384375,43.6017708,351.25
-80.5351042,43.6017708,351.00
-80.5317708,43.6017708,355.00
-80.5284375,43.6017708,355.00
-80.5251042,43.6017708,356.00
-80.5217708,43.6017708,354.50
-80.5184375,43.6017708,349.50
-80.5151042,43.6017708,350.00
-80.5117708,43.6017708,350.00
-80.5084375,43.6017708,350.00
-80.5051042,43.6017708,350.00
-80.5017708,43.6017708,350.00
-80.4984375,43.6017708,347.75
-80.4951042,43.6017708,344.00
-80.4917708,43.6017708,349.75
-80.4884375,43.6017708,349.50
-80.4851042,43.6017708,349.00
-80.4817708,43.6017708,350.25
-80.4784375,43.6017708,347.00
-80.4751042,43.6017708,346.00
-80.4717708,43.6017708,336.00
-80.4684375,43.6017708,324.00
-80.4651042,43.6017708,334.00
-80.4617708,43.6017708,346.00
-80.4584375,43.6017708,346.75
-80.4551042,43.6017708,349.00
-80.4517708,43.6017708,347.75
-80.4484375,43.6017708,348.00
-80.4451042,43.6017708,347.00
-80.4417708,43.6017708,355.00
-80.4384375,43.6017708,350.00
-80.4351042,43.6017708,353.75
-80.4317708,43.6017708,350.00
-80.4284375,43.6017708,350.50
-80.4251042,43.6017708,349.25
-80.4217708,43.6017708,350.00
-80.4184375,43.6017708,350.00
-80.4151042,43.6017708,350.00
-80.4117708,43.6017708,350.00
-80.4084375,43.6017708,350.00
-80.4051042,43.6017708,346.50
-80.4017708,43.6017708,349.00
-80.3984375,43.6017708,350.00
-80.3951042,43.6017708,351.00
-80.3917708,43.6017708,354.00
-80.3884375,43.6017708,356.25
-80.3851042,43.6017708,358.75
-80.3817708,43.6017708,357.25
-80.3784375,43.6017708,358.00
-80.3751042,43.6017708,360.00
-80.3717708,43.6017708,360.75
-80.3684375,43.6017708,359.50
-80.3651042,43.6017708,358.00
-80.3617708,43.6017708,360.00
-80.3584375,43.6017708,362.00
-80.3551042,43.6017708,359.50
-80.3517708,43.6017708,360.00
-80.3484375,43.6017708,368.25
-80.3451042,43.6017708,368.00
-80.3417708,43.6017708,366.00
-80.3384375,43.6017708,363.00
-80.3351042,43.6017708,358.50
-80.3317708,43.6017708,355.50
-80.3284375,43.6017708,357.25
-80.3251042,43.6017708,361.00
-80.3217708,43.6017708,364.50
-80.3184375,43.6017708,363.50
-80.3151042,43.6017708,361.00
-80.3117708,43.6017708,358.25
-80.3084375,43.6017708,356.25
-80.3051042,43.6017708,360.00
-80.3017708,43.6017708,361.00
-80.2984375,43.6017708,355.50
-80.2951042,43.6017708,350.00
-80.2917708,43.6017708,349.00
-80.2884375,43.6017708,356.00
-80.2851042,43.6017708,353.00
-80.2817708,43.6017708,351.00
-80.2784375,43.6017708,355.00
-80.2751042,43.6017708,355.00
-80.2717708,43.6017708,359.00
-80.2684375,43.6017708,363.00
-80.2651042,43.6017708,356.50
-80.2617708,43.6017708,350.00
-80.2584375,43.6017708,358.00
-80.2551042,43.6017708,361.00
-80.2517708,43.6017708,352.00
-80.2484375,43.6017708,346.00
-80.2451042,43.6017708,351.75
-80.2417708,43.6017708,359.00
-80.2384375,43.6017708,343.25
-80.2351042,43.6017708,344.25
-80.2317708,43.6017708,347.50
-80.2284375,43.6017708,361.00
-80.2251042,43.6017708,351.75
-80.2217708,43.6017708,349.75
-80.2184375,43.6017708,360.00
-80.2151042,43.6017708,352.00
-80.2117708,43.6017708,354.25
-80.2084375,43.6017708,362.25
-80.2051042,43.6017708,364.00
-80.2017708,43.6017708,355.00
-80.1984375,43.6017708,361.00
-80.1951042,43.6017708,353.25
-80.1917708,43.6017708,356.00
-80.8951042,43.5984375,380.75
-80.8917708,43.5984375,379.50
-80.8884375,43.5984375,380.00
-80.8851042,43.5984375,381.00
-80.8817708,43.5984375,383.00
-80.8784375,43.5984375,384.00
-80.8751042,43.5984375,384.00
-80.8717708,43.5984375,383.00
-80.8684375,43.5984375,384.00
-80.8651042,43.5984375,385.00
-80.8617708,43.5984375,385.00
-80.8584375,43.5984375,385.00
-80.8551042,43.5984375,384.00
-80.8517708,43.5984375,382.00
-80.8484375,43.5984375,380.00
-80.8451042,43.5984375,378.25
-80.8417708,43.5984375,380.75
-80.8384375,43.5984375,384.00
-80.8351042,43.5984375,385.00
-80.8317708,43.5984375,385.50
-80.8284375,43.5984375,386.00
-80.8251042,43.5984375,380.25
-80.8217708,43.5984375,385.50
-80.8184375,43.5984375,389.00
-80.8151042,43.5984375,388.00
-80.8117708,43.5984375,387.00
-80.8084375,43.5984375,389.50
-80.8051042,43.5984375,390.75
-80.8017708,43.5984375,391.00
-80.7984375,43.5984375,392.00
-80.7951042,43.5984375,394.50
-80.7917708,43.5984375,396.00
-80.7884375,43.5984375,398.75
-80.7851042,43.5984375,400.00
-80.7817708,43.5984375,399.50
-80.7784375,43.5984375,397.00
-80.7751042,43.5984375,391.50
-80.7717708,43.5984375,397.00
-80.7684375,43.5984375,400.00
-80.7651042,43.5984375,399.00
-80.7617708,43.5984375,400.00
-80.7584375,43.5984375,399.75
-80.7551042,43.5984375,400.00
-80.7517708,43.5984375,400.00
-80.7484375,43.5984375,400.00
-80.7451042,43.5984375,397.75
-80.7417708,43.5984375,396.00
-80.7384375,43.5984375,396.00
-80.7351042,43.5984375,394.50
-80.7317708,43.5984375,393.50
-80.7284375,43.5984375,390.50
-80.7251042,43.5984375,391.75
-80.7217708,43.5984375,387.25
-80.7184375,43.5984375,388.00
-80.7151042,43.5984375,390.50
-80.7117708,43.5984375,385.00
-80.7084375,43.5984375,387.00
-80.7051042,43.5984375,388.50
-80.7017708,43.5984375,389.00
-80.6984375,43.5984375,389.00
-80.6951042,43.5984375,388.00
-80.6917708,43.5984375,385.00
-80.6884375,43.5984375,384.00
-80.6851042,43.5984375,386.00
-80.6817708,43.5984375,390.00
-80.6784375,43.5984375,390.00
-80.6751042,43.5984375,390.00
-80.6717708,43.5984375,386.00
-80.6684375,43.5984375,384.75
-80.6651042,43.5984375,381.00
-80.6617708,43.5984375,379.50
-80.6584375,43.5984375,381.00
-80.6551042,43.5984375,379.25
-80.6517708,43.5984375,374.75
-80.6484375,43.5984375,368.25
-80.6451042,43.5984375,353.25
-80.6417708,43.5984375,368.25
-80.6384375,43.5984375,377.50
-80.6351042,43.5984375,380.00
-80.6317708,43.5984375,379.00
-80.6284375,43.5984375,378.75
-80.6251042,43.5984375,371.25
-80.6217708,43.5984375,364.00
-80.6184375,43.5984375,365.00
-80.6151042,43.5984375,368.00
-80.6117708,43.5984375,370.00
-80.6084375,43.5984375,374.00
-80.6051042,43.5984375,378.25
-80.6017708,43.5984375,385.00
-80.5984375,43.5984375,384.00
-80.5951042,43.5984375,382.00
-80.5917708,43.5984375,379.00
-80.5884375,43.5984375,377.00
-80.5851042,43.5984375,375.00
-80.5817708,43.5984375,372.50
-80.5784375,43.5984375,370.00
-80.5751042,43.5984375,370.00
-80.5717708,43.5984375,365.75
-80.5684375,43.5984375,363.50
-80.5651042,43.5984375,359.00
-80.5617708,43.5984375,361.00
-80.5584375,43.5984375,355.75
-80.5551042,43.5984375,356.50
-80.5517708,43.5984375,347.00
-80.5484375,43.5984375,357.50
-80.5451042,43.5984375,359.75
-80.5417708,43.5984375,354.00
-80.5384375,43.5984375,350.25
-80.5351042,43.5984375,350.50
-80.5317708,43.5984375,354.25
-80.5284375,43.5984375,354.00
-80.5251042,43.5984375,352.75
-80.5217708,43.5984375,350.00
-80.5184375,43.5984375,350.00
-80.5151042,43.5984375,350.00
-80.5117708,43.5984375,351.00
-80.5084375,43.5984375,350.25
-80.5051042,43.5984375,349.25
-80.5017708,43.5984375,348.00
-80.4984375,43.5984375,344.25
-80.4951042,43.5984375,346.00
-80.4917708,43.5984375,345.25
-80.4884375,43.5984375,345.50
-80.4851042,43.5984375,345.00
-80.4817708,43.5984375,343.00
-80.4784375,43.5984375,344.00
-80.4751042,43.5984375,343.50
-80.4717708,43.5984375,335.50
-80.4684375,43.5984375,330.00
-80.4651042,43.5984375,322.50
-80.4617708,43.5984375,346.50
-80.4584375,43.5984375,344.50
-80.4551042,43.5984375,345.00
-80.4517708,43.5984375,345.00
-80.4484375,43.5984375,345.00
-80.4451042,43.5984375,347.00
-80.4417708,43.5984375,349.00
-80.4384375,43.5984375,350.00
-80.4351042,43.5984375,348.50
-80.4317708,43.5984375,350.00
-80.4284375,43.5984375,346.00
-80.4251042,43.5984375,350.00
-80.4217708,43.5984375,350.00
-80.4184375,43.5984375,349.00
-80.4151042,43.5984375,350.00
-80.4117708,43.5984375,350.00
-80.4084375,43.5984375,350.00
-80.4051042,43.5984375,346.00
-80.4017708,43.5984375,348.50
-80.3984375,43.5984375,351.00
-80.3951042,43.5984375,352.00
-80.3917708,43.5984375,354.00
-80.3884375,43.5984375,353.75
-80.3851042,43.5984375,355.00
-80.3817708,43.5984375,357.25
-80.3784375,43.5984375,360.00
-80.3751042,43.5984375,359.00
-80.3717708,43.5984375,360.00
-80.3684375,43.5984375,360.00
-80.3651042,43.5984375,359.75
-80.3617708,43.5984375,360.00
-80.3584375,43.5984375,359.25
-80.3551042,43.5984375,354.75
-80.3517708,43.5984375,353.00
-80.3484375,43.5984375,354.50
-80.3451042,43.5984375,358.00
-80.3417708,43.5984375,360.00
-80.3384375,43.5984375,357.50
-80.3351042,43.5984375,355.75
-80.3317708,43.5984375,353.50
-80.3284375,43.5984375,350.25
-80.3251042,43.5984375,353.75
-80.3217708,43.5984375,354.00
-80.3184375,43.5984375,354.00
-80.3151042,43.5984375,359.75
-80.3117708,43.5984375,359.50
-80.3084375,43.5984375,359.00
-80.3051042,43.5984375,352.00
-80.3017708,43.5984375,347.00
-80.2984375,43.5984375,350.50
-80.2951042,43.5984375,358.00
-80.2917708,43.5984375,354.25
-80.2884375,43.5984375,354.00
-80.2851042,43.5984375,356.75
-80.2817708,43.5984375,353.25
-80.2784375,43.5984375,348.75
-80.2751042,43.5984375,349.50
-80.2717708,43.5984375,355.25
-80.2684375,43.5984375,360.50
-80.2651042,43.5984375,348.50
-80.2617708,43.5984375,345.50
-80.2584375,43.5984375,343.25
-80.2551042,43.5984375,342.25
-80.2517708,43.5984375,343.00
-80.2484375,43.5984375,344.00
-80.2451042,43.5984375,345.75
-80.2417708,43.5984375,344.50
-80.2384375,43.5984375,342.25
-80.2351042,43.5984375,347.25
-80.2317708,43.5984375,351.75
-80.2284375,43.5984375,349.00
-80.2251042,43.5984375,346.25
-80.2217708,43.5984375,349.00
-80.2184375,43.5984375,356.50
-80.2151042,43.5984375,359.75
-80.2117708,43.5984375,349.75
-80.2084375,43.5984375,354.50
-80.2051042,43.5984375,360.50
-80.2017708,43.5984375,354.50
-80.1984375,43.5984375,355.00
-80.1951042,43.5984375,358.75
-80.1917708,43.5984375,355.00
-80.8951042,43.5951042,376.50
-80.8917708,43.5951042,381.00
-80.8884375,43.5951042,381.00
-80.8851042,43.5951042,381.75
-80.8817708,43.5951042,382.00
-80.8784375,43.5951042,382.00
-80.8751042,43.5951042,382.00
-80.8717708,43.5951042,382.00
-80.8684375,43.5951042,382.00
-80.8651042,43.5951042,383.50
-80.8617708,43.5951042,383.75
-80.8584375,43.5951042,385.00
-80.8551042,43.5951042,385.00
-80.8517708,43.5951042,383.00
-80.8484375,43.5951042,382.00
-80.8451042,43.5951042,380.75
-80.8417708,43.5951042,377.75
-80.8384375,43.5951042,382.00
-80.8351042,43.5951042,384.50
-80.8317708,43.5951042,383.50
-80.8284375,43.5951042,381.00
-80.8251042,43.5951042,386.00
-80.8217708,43.5951042,386.00
-80.8184375,43.5951042,385.00
-80.8151042,43.5951042,385.00
-80.8117708,43.5951042,388.00
-80.8084375,43.5951042,391.00
-80.8051042,43.5951042,392.00
-80.8017708,43.5951042,393.50
-80.7984375,43.5951042,396.00
-80.7951042,43.5951042,397.00
-80.7917708,43.5951042,397.50
-80.7884375,43.5951042,398.00
-80.7851042,43.5951042,400.00
-80.7817708,43.5951042,398.00
-80.7784375,43.5951042,395.00
-80.7751042,43.5951042,391.00
-80.7717708,43.5951042,396.75
-80.7684375,43.5951042,400.00
-80.7651042,43.5951042,400.00
-80.7617708,43.5951042,400.00
-80.7584375,43.5951042,400.00
-80.7551042,43.5951042,400.00
-80.7517708,43.5951042,400.00
-80.7484375,43.5951042,400.00
-80.7451042,43.5951042,400.00
-80.7417708,43.5951042,400.00
-80.7384375,43.5951042,397.00
-80.7351042,43.5951042,397.00
-80.7317708,43.5951042,395.50
-80.7284375,43.5951042,392.00
-80.7251042,43.5951042,390.00
-80.7217708,43.5951042,390.00
-80.7184375,43.5951042,391.00
-80.7151042,43.5951042,386.25
-80.7117708,43.5951042,384.25
-80.7084375,43.5951042,386.00
-80.7051042,43.5951042,387.00
-80.7017708,43.5951042,387.00
-80.6984375,43.5951042,387.25
-80.6951042,43.5951042,386.50
-80.6917708,43.5951042,385.00
-80.6884375,43.5951042,385.00
-80.6851042,43.5951042,389.25
-80.6817708,43.5951042,390.00
-80.6784375,43.5951042,386.75
-80.6751042,43.5951042,386.75
-80.6717708,43.5951042,384.00
-80.6684375,43.5951042,380.00
-80.6651042,43.5951042,380.00
-80.6617708,43.5951042,381.00
-80.6584375,43.5951042,381.00
-80.6551042,43.5951042,380.00
-80.6517708,43.5951042,376.00
-80.6484375,43.5951042,364.00
-80.6451042,43.5951042,359.00
-80.6417708,43.5951042,371.25
-80.6384375,43.5951042,380.00
-80.6351042,43.5951042,380.00
-80.6317708,43.5951042,378.00
-80.6284375,43.5951042,377.00
-80.6251042,43.5951042,368.50
-80.6217708,43.5951042,365.00
-80.6184375,43.5951042,369.25
-80.6151042,43.5951042,372.00
-80.6117708,43.5951042,376.50
-80.6084375,43.5951042,378.50
-80.6051042,43.5951042,385.00
-80.6017708,43.5951042,385.00
-80.5984375,43.5951042,381.50
-80.5951042,43.5951042,378.00
-80.5917708,43.5951042,377.50
-80.5884375,43.5951042,377.00
-80.5851042,43.5951042,375.00
-80.5817708,43.5951042,373.75
-80.5784375,43.5951042,371.00
-80.5751042,43.5951042,370.00
-80.5717708,43.5951042,367.25
-80.5684375,43.5951042,365.00
-80.5651042,43.5951042,365.00
-80.5617708,43.5951042,362.00
-80.5584375,43.5951042,359.25
-80.5551042,43.5951042,355.50
-80.5517708,43.5951042,350.00
-80.5484375,43.5951042,348.50
-80.5451042,43.5951042,353.50
-80.5417708,43.5951042,353.25
-80.5384375,43.5951042,354.00
-80.5351042,43.5951042,355.00
-80.5317708,43.5951042,349.75
-80.5284375,43.5951042,348.50
-80.5251042,43.5951042,350.50
-80.5217708,43.5951042,347.25
-80.5184375,43.5951042,350.00
-80.5151042,43.5951042,350.00
-80.5117708,43.5951042,350.00
-80.5084375,43.5951042,350.00
-80.5051042,43.5951042,350.00
-80.5017708,43.5951042,348.00
-80.4984375,43.5951042,344.25
-80.4951042,43.5951042,344.00
-80.4917708,43.5951042,338.50
-80.4884375,43.5951042,340.50
-80.4851042,43.5951042,344.00
-80.4817708,43.5951042,343.00
-80.4784375,43.5951042,340.00
-80.4751042,43.5951042,338.50
-80.4717708,43.5951042,333.00
-80.4684375,43.5951042,329.00
-80.4651042,43.5951042,323.25
-80.4617708,43.5951042,342.50
-80.4584375,43.5951042,342.00
-80.4551042,43.5951042,345.00
-80.4517708,43.5951042,344.50
-80.4484375,43.5951042,346.00
-80.4451042,43.5951042,348.00
-80.4417708,43.5951042,349.25
-80.4384375,43.5951042,348.75
-80.4351042,43.5951042,344.50
-80.4317708,43.5951042,344.50
-80.4284375,43.5951042,343.50
-80.4251042,43.5951042,343.75
-80.4217708,43.5951042,343.00
-80.4184375,43.5951042,343.00
-80.4151042,43.5951042,344.50
-80.4117708,43.5951042,345.50
-80.4084375,43.5951042,345.00
-80.4051042,43.5951042,345.00
-80.4017708,43.5951042,350.00
-80.3984375,43.5951042,351.50
-80.3951042,43.5951042,351.75
-80.3917708,43.5951042,355.00
-80.3884375,43.5951042,355.00
-80.3851042,43.5951042,355.00
-80.3817708,43.5951042,357.00
-80.3784375,43.5951042,361.00
-80.3751042,43.5951042,360.00
-80.3717708,43.5951042,360.00
-80.3684375,43.5951042,360.00
-80.3651042,43.5951042,359.00
-80.3617708,43.5951042,358.50
-80.3584375,43.5951042,355.50
-80.3551042,43.5951042,354.00
-80.3517708,43.5951042,352.00
-80.3484375,43.5951042,352.00
-80.3451042,43.5951042,356.50
-80.3417708,43.5951042,357.00
-80.3384375,43.5951042,357.50
-80.3351042,43.5951042,354.00
-80.3317708,43.5951042,350.00
-80.3284375,43.5951042,349.00
-80.3251042,43.5951042,350.00
-80.3217708,43.5951042,349.00
-80.3184375,43.5951042,348.75
-80.3151042,43.5951042,350.00
-80.3117708,43.5951042,346.75
-80.3084375,43.5951042,346.50
-80.3051042,43.5951042,350.75
-80.3017708,43.5951042,355.00
-80.2984375,43.5951042,361.00
-80.2951042,43.5951042,361.00
-80.2917708,43.5951042,353.50
-80.2884375,43.5951042,353.50
-80.2851042,43.5951042,361.75
-80.2817708,43.5951042,367.00
-80.2784375,43.5951042,359.50
-80.2751042,43.5951042,350.25
-80.2717708,43.5951042,340.50
-80.2684375,43.5951042,340.75
-80.2651042,43.5951042,342.00
-80.2617708,43.5951042,343.50
-80.2584375,43.5951042,344.00
-80.2551042,43.5951042,339.75
-80.2517708,43.5951042,342.00
-80.2484375,43.5951042,342.25
-80.2451042,43.5951042,345.00
-80.2417708,43.5951042,343.75
-80.2384375,43.5951042,343.25
-80.2351042,43.5951042,357.50
-80.2317708,43.5951042,355.00
-80.2284375,43.5951042,352.25
-80.2251042,43.5951042,346.50
-80.2217708,43.5951042,357.25
-80.2184375,43.5951042,359.75
-80.2151042,43.5951042,353.00
-80.2117708,43.5951042,353.50
-80.2084375,43.5951042,354.00
-80.2051042,43.5951042,350.75
-80.2017708,43.5951042,345.75
-80.1984375,43.5951042,351.25
-80.1951042,43.5951042,357.00
-80.1917708,43.5951042,359.00
-80.8951042,43.5917708,378.50
-80.8917708,43.5917708,381.00
